scenario,original_event,increment_cash,start,end,method
S0_0_paid_open_5,0,-8419.451604129958,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,79,-382.48266374999366,2024-12-20,2025-01-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,8,-420.5763142999931,2020-06-17,2020-07-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,80,-149.76515154997833,2025-01-08,2025-02-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,81,54.777602999998635,2025-02-24,2025-03-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,82,-276.39825574999486,2025-03-05,2025-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,83,8.855427749997034,2025-03-25,2025-04-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,84,202.82769120000376,2025-04-10,2025-04-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,85,-1781.5549554499958,2025-04-22,2025-05-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,86,110.08197345000735,2025-05-30,2025-06-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,87,56.46986320000724,2025-06-19,2025-07-03,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,88,301.821065000011,2025-07-04,2025-07-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,89,1330.5410336180357,2025-07-29,2025-09-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,9,-329.2952578999939,2020-07-30,2020-08-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,90,-1116.3659994270056,2025-09-11,2025-09-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,91,1284.0138380070275,2025-09-23,2025-10-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,92,11216.975783670045,2025-10-16,2025-11-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,93,-227.17025222399388,2025-12-01,2025-12-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,94,663.7417032059893,2025-12-10,2025-12-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,95,-3332.9971010969894,2025-12-18,2026-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,96,3512.263924257015,2026-01-12,2026-01-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,97,-549.9882867150009,2026-02-02,2026-02-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,98,2007.5995748970163,2026-02-26,2026-03-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,99,-2356.993899098976,2026-03-10,2026-05-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,0,-155.94862179999836,2020-01-02,2020-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,1,1816.0104130000109,2020-01-10,2020-02-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,10,188.07235600000422,2020-08-13,2020-08-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,100,-387.6209264639183,2026-05-12,2026-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,101,-1855.0717157619802,2026-07-10,2026-08-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,102,-1225.1279432160081,2026-08-05,2026-08-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,103,570.4884455040155,2026-08-17,2026-08-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,104,-1555.6504213079752,2026-08-27,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,11,-215.77877899999294,2020-08-28,2020-10-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,12,177.90133459999925,2020-10-13,2020-10-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,13,-508.85196499998347,2020-10-21,2020-11-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,14,86.74588279999807,2020-11-16,2020-12-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,15,-1039.6604191999795,2020-12-02,2021-02-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,16,-110.42232599998897,2021-02-05,2021-03-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,17,-81.20905059999859,2021-03-17,2021-03-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,18,12.811932400007208,2021-03-31,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,19,-406.60434899998654,2021-04-20,2021-06-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,2,361.80591260001165,2020-02-11,2020-03-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,20,-26.207498599993414,2021-06-18,2021-07-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,21,-27.146569599999566,2021-07-06,2021-07-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,22,-210.60659139999916,2021-07-16,2021-07-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,23,-85.93139079999855,2021-08-02,2021-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,24,-238.44235199999457,2021-08-11,2021-09-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,25,-52.71285919999718,2021-09-02,2021-10-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,26,-520.6659221999889,2021-10-11,2021-11-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,27,-184.3190909999994,2021-12-01,2021-12-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,28,-76.43782059999648,2021-12-24,2021-12-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,29,-146.6915620000018,2022-01-04,2022-02-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,3,169.96954460000416,2020-03-11,2020-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,30,1.1672818000024563,2022-02-09,2022-02-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,31,33.55037419999826,2022-02-21,2022-03-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_10,32,-165.76815759999045,2022-03-14,2022-04-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
